scorer,DLC_resnet50_test_envgMar7shuffle1_1030000,DLC_resnet50_test_envgMar7shuffle1_1030000,DLC_resnet50_test_envgMar7shuffle1_1030000,DLC_resnet50_test_envgMar7shuffle1_1030000,DLC_resnet50_test_envgMar7shuffle1_1030000,DLC_resnet50_test_envgMar7shuffle1_1030000,DLC_resnet50_test_envgMar7shuffle1_1030000,DLC_resnet50_test_envgMar7shuffle1_1030000,DLC_resnet50_test_envgMar7shuffle1_1030000,DLC_resnet50_test_envgMar7shuffle1_1030000,DLC_resnet50_test_envgMar7shuffle1_1030000,DLC_resnet50_test_envgMar7shuffle1_1030000
bodyparts,nose,nose,nose,head,head,head,soine1,soine1,soine1,spine2,spine2,spine2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
4735,321.91351318359375,149.09556579589844,0.9999983310699463,343.20452880859375,162.46798706054688,0.9999988079071045,368.9027099609375,177.70030212402344,1.0,401.4156494140625,197.56504821777344,1.0
4736,322.3397521972656,148.65757751464844,0.9999995231628418,343.4662170410156,162.45639038085938,0.9999990463256836,368.871826171875,177.60313415527344,1.0,401.4344482421875,197.5579376220703,1.0
4737,322.4057922363281,148.14132690429688,0.9999990463256836,343.65521240234375,162.0480194091797,0.9999985694885254,368.8735046386719,177.4690704345703,0.9999998807907104,401.4274597167969,197.55442810058594,1.0
4738,323.2002258300781,147.44789123535156,0.9999966621398926,343.8290100097656,161.69248962402344,0.9999986886978149,368.78924560546875,177.42237854003906,0.9999998807907104,401.4339599609375,197.58670043945312,1.0
4739,322.9814758300781,146.51797485351562,0.9999971389770508,343.6556396484375,161.14559936523438,0.9999980926513672,368.6418762207031,177.28216552734375,0.9999998807907104,401.4323425292969,197.5924072265625,1.0
4740,323.15142822265625,146.1315460205078,1.0,343.440673828125,161.25836181640625,0.9999995231628418,368.22418212890625,177.84512329101562,0.9999998807907104,401.2080078125,198.15115356445312,1.0
4741,323.41424560546875,146.09249877929688,0.9999998807907104,343.5147399902344,161.21192932128906,0.9999995231628418,368.2987365722656,177.99749755859375,0.9999998807907104,401.4149475097656,197.8223114013672,1.0
4742,324.7445068359375,145.9711151123047,0.9999998807907104,344.1060791015625,161.34339904785156,0.9999996423721313,368.2020263671875,177.85794067382812,0.9999998807907104,401.3819580078125,197.83714294433594,1.0
4743,326.1390686035156,145.10147094726562,0.9999996423721313,344.6701354980469,161.26437377929688,0.9999997615814209,368.34661865234375,177.838623046875,0.9999998807907104,401.5994873046875,198.3272247314453,1.0
4744,326.2635803222656,142.22645568847656,0.9999996423721313,345.28265380859375,160.08572387695312,0.9999994039535522,368.4776611328125,177.64764404296875,0.9999998807907104,401.6709289550781,197.788330078125,1.0
4745,328.0667419433594,139.3534393310547,0.9999996423721313,345.25860595703125,159.04049682617188,0.9999990463256836,368.51318359375,177.2896270751953,0.9999998807907104,401.5880432128906,197.66506958007812,1.0
4746,328.1718444824219,137.9121551513672,0.9999996423721313,345.0008850097656,158.34933471679688,0.9999990463256836,368.2503356933594,177.3207550048828,0.9999998807907104,401.5777893066406,197.66241455078125,1.0
4747,328.0525207519531,137.32275390625,0.9999997615814209,344.6350402832031,157.6757049560547,0.9999991655349731,367.9813232421875,176.83843994140625,0.9999998807907104,401.3242492675781,197.38197326660156,1.0
4748,328.2799377441406,136.7510528564453,0.9999996423721313,344.6923522949219,157.18898010253906,0.9999992847442627,368.2894287109375,176.81285095214844,0.9999998807907104,401.2530212402344,197.62966918945312,1.0
4749,328.06719970703125,135.6410675048828,0.9999998807907104,344.46112060546875,156.66761779785156,0.9999994039535522,367.4983215332031,176.5735626220703,0.9999997615814209,400.78521728515625,197.5841522216797,1.0
4750,328.12554931640625,134.7921142578125,0.9999998807907104,344.3772888183594,155.95362854003906,0.9999992847442627,367.4034729003906,175.98635864257812,0.9999997615814209,400.5693054199219,197.9696807861328,1.0
4751,328.30682373046875,134.7628936767578,0.9999998807907104,344.5951232910156,155.9928741455078,0.9999992847442627,367.74566650390625,176.12168884277344,0.9999997615814209,400.2466735839844,198.0749053955078,1.0
4752,327.1828308105469,135.75735473632812,0.9999997615814209,345.53802490234375,155.33438110351562,0.9999995231628418,368.07110595703125,174.94760131835938,0.9999998807907104,399.75787353515625,198.0518035888672,1.0
4753,326.8992919921875,136.20037841796875,0.9999995231628418,345.1949157714844,155.39627075195312,0.9999994039535522,367.95977783203125,174.88589477539062,0.9999998807907104,399.81817626953125,198.0136260986328,1.0
4754,326.54669189453125,136.25331115722656,0.9999995231628418,345.1320495605469,155.36260986328125,0.9999992847442627,368.158203125,174.865478515625,0.9999998807907104,399.8116760253906,198.05381774902344,1.0
4755,326.5828857421875,136.2923126220703,0.9999994039535522,345.1413269042969,155.52261352539062,0.9999994039535522,368.1744384765625,174.92111206054688,0.9999998807907104,399.9973449707031,197.77578735351562,1.0
4756,325.7983093261719,136.5270538330078,0.9999996423721313,345.1560363769531,155.6759490966797,0.9999992847442627,368.342529296875,175.05801391601562,0.9999998807907104,400.4189758300781,197.85093688964844,1.0
4757,325.82220458984375,137.6510009765625,0.9999996423721313,345.18731689453125,156.2407989501953,0.9999994039535522,368.4076843261719,175.2699737548828,0.9999998807907104,400.3511962890625,197.5961151123047,1.0
4758,324.61737060546875,138.48587036132812,0.9999995231628418,344.8216552734375,156.52389526367188,0.9999990463256836,368.26116943359375,175.2220001220703,0.9999998807907104,400.3677978515625,197.19345092773438,1.0
4759,323.6336669921875,138.43983459472656,0.9999997615814209,344.0870361328125,156.03981018066406,0.999998927116394,368.0444030761719,174.9707489013672,0.9999998807907104,400.3853454589844,197.20652770996094,1.0
4760,323.39947509765625,138.58460998535156,0.9999997615814209,343.94610595703125,155.83958435058594,0.9999988079071045,368.0311584472656,174.90548706054688,0.9999998807907104,400.38665771484375,197.21267700195312,1.0
4761,322.7731018066406,138.31796264648438,0.9999998807907104,343.5289001464844,155.4619598388672,0.9999985694885254,367.7342224121094,174.73951721191406,0.9999998807907104,400.3834228515625,197.1841583251953,1.0
4762,322.6847839355469,139.11148071289062,0.9999998807907104,343.553466796875,155.671875,0.9999985694885254,367.8566589355469,174.87705993652344,0.9999998807907104,400.35968017578125,197.1749725341797,1.0
4763,323.2098083496094,139.4297332763672,0.9999998807907104,343.605224609375,156.0122833251953,0.9999986886978149,367.8354797363281,175.0364532470703,0.9999998807907104,400.36773681640625,197.1734161376953,1.0
4764,323.9619140625,139.64657592773438,0.9999998807907104,343.58721923828125,157.0830078125,0.9999991655349731,367.8457946777344,175.52639770507812,0.9999997615814209,400.50152587890625,196.98916625976562,1.0
4765,324.3878173828125,139.13299560546875,0.9999998807907104,343.75823974609375,157.15518188476562,0.9999990463256836,367.8968505859375,175.6554412841797,0.9999997615814209,400.5816650390625,197.18499755859375,1.0
4766,324.83050537109375,138.5430908203125,0.9999998807907104,344.02044677734375,157.10887145996094,0.9999991655349731,368.1009521484375,175.76373291015625,0.9999997615814209,400.8816833496094,197.22125244140625,1.0
4767,325.4082946777344,138.53079223632812,0.9999998807907104,344.22235107421875,157.19815063476562,0.9999992847442627,368.0362243652344,175.66575622558594,0.9999997615814209,400.397705078125,196.67535400390625,1.0
4768,326.6578063964844,139.238525390625,0.9999998807907104,344.71380615234375,157.66822814941406,0.9999992847442627,367.99151611328125,175.8072052001953,0.9999997615814209,400.37750244140625,196.6398162841797,1.0
4769,327.712158203125,139.28099060058594,0.9999994039535522,344.7359924316406,156.9745635986328,0.9999992847442627,367.9579772949219,175.6240997314453,0.9999997615814209,400.3663635253906,196.47702026367188,1.0
4770,329.3194885253906,138.60073852539062,0.9999994039535522,345.1840515136719,157.01138305664062,0.9999994039535522,368.1165466308594,175.7261199951172,0.9999998807907104,400.2958679199219,196.52606201171875,1.0
4771,329.84124755859375,138.5618438720703,0.9999994039535522,345.3540344238281,156.94798278808594,0.9999995231628418,368.1397705078125,175.7474822998047,0.9999998807907104,400.2851867675781,196.5296630859375,1.0
4772,330.588134765625,138.79637145996094,0.9999994039535522,345.9125061035156,157.25015258789062,0.9999995231628418,368.78985595703125,175.98422241210938,0.9999998807907104,400.3369140625,196.9357147216797,1.0
4773,330.3400573730469,141.01339721679688,0.9999904632568359,346.4044494628906,157.701171875,0.9999985694885254,369.2651062011719,176.25901794433594,0.9999997615814209,400.37933349609375,196.87892150878906,1.0
4774,330.1653137207031,141.60678100585938,0.9999912977218628,346.8261413574219,158.07354736328125,0.9999980926513672,370.0561828613281,176.40780639648438,0.9999998807907104,400.41546630859375,197.35032653808594,1.0
4775,330.7634582519531,141.82505798339844,0.9999872446060181,347.2939147949219,158.17959594726562,0.9999977350234985,370.1860046386719,176.5502471923828,0.9999998807907104,400.4124450683594,197.3408660888672,1.0
4776,338.0845947265625,141.46697998046875,0.9999653100967407,351.996826171875,159.53121948242188,0.999983549118042,371.7953796386719,177.8023223876953,0.9999998807907104,400.55059814453125,197.7783660888672,1.0
4777,338.1269226074219,141.34979248046875,0.9999444484710693,352.0546875,159.30137634277344,0.99997878074646,371.6239318847656,177.82913208007812,0.9999998807907104,400.5010681152344,198.03172302246094,1.0
4778,337.6723327636719,141.09136962890625,0.9999902248382568,351.6573486328125,158.9436798095703,0.9999864101409912,371.4775695800781,177.6075439453125,0.9999998807907104,400.45562744140625,198.03445434570312,1.0
4779,338.85137939453125,141.4134063720703,0.9999796152114868,352.2126159667969,159.12045288085938,0.9999852180480957,371.6916809082031,177.7057647705078,0.9999998807907104,400.4801940917969,198.0133056640625,1.0
4780,339.6500244140625,142.51573181152344,0.9982200264930725,352.4337463378906,158.87689208984375,0.9999399185180664,372.0043640136719,177.20364379882812,0.9999998807907104,400.11041259765625,197.3556671142578,1.0
4781,340.742431640625,142.6992645263672,0.9948446750640869,352.91387939453125,159.2515869140625,0.9998745918273926,372.5544128417969,177.4915313720703,0.9999998807907104,400.1545715332031,197.0066375732422,1.0
4782,341.15826416015625,142.630126953125,0.9937416911125183,352.91064453125,159.00851440429688,0.9998241066932678,372.2813720703125,177.2786102294922,0.9999997615814209,399.78515625,196.94224548339844,1.0
4783,343.3241271972656,145.99844360351562,0.9516772627830505,353.8344421386719,160.2420196533203,0.9994681477546692,372.13812255859375,177.51779174804688,0.9999997615814209,399.2989501953125,196.89540100097656,1.0
4784,344.16546630859375,146.88650512695312,0.9678189754486084,353.8649597167969,160.69241333007812,0.9994169473648071,371.96209716796875,177.84478759765625,0.9999997615814209,399.1280517578125,196.62908935546875,1.0
4785,342.6960754394531,146.85369873046875,0.9907702803611755,353.2063903808594,160.3731231689453,0.9996894598007202,371.4670715332031,177.58282470703125,0.9999998807907104,398.1618957519531,195.93789672851562,1.0
4786,343.1402893066406,147.68988037109375,0.9838598966598511,353.2229309082031,160.660888671875,0.9993997812271118,371.07708740234375,177.52740478515625,0.9999997615814209,397.7425231933594,195.50729370117188,1.0
4787,342.5499572753906,147.1925506591797,0.9892940521240234,354.0118713378906,161.03366088867188,0.9995818734169006,370.8996276855469,177.54542541503906,0.9999997615814209,396.8284912109375,194.9838409423828,1.0
4788,345.1094055175781,150.01841735839844,0.9804341197013855,354.4959716796875,161.52951049804688,0.9988254904747009,371.9406433105469,177.95811462402344,0.9999997615814209,395.6097717285156,195.02490234375,1.0
4789,344.49102783203125,151.00926208496094,0.9504078030586243,354.13238525390625,162.2660369873047,0.9993532299995422,371.46490478515625,178.44020080566406,0.9999997615814209,395.5674133300781,195.18136596679688,1.0
4790,341.80908203125,151.49960327148438,0.9353163242340088,352.4376525878906,163.09487915039062,0.9989325404167175,371.0386962890625,178.58340454101562,0.9999996423721313,395.45672607421875,195.2446746826172,1.0
4791,339.6889343261719,153.16973876953125,0.9756764769554138,351.5440368652344,163.6841278076172,0.9996564388275146,371.0599670410156,178.69326782226562,0.9999996423721313,395.541015625,195.3568115234375,1.0
4792,336.42950439453125,154.9077911376953,0.9944809675216675,347.7620544433594,164.5319366455078,0.9999041557312012,370.6027526855469,178.94802856445312,0.9999997615814209,395.4894714355469,195.2290496826172,1.0
4793,329.9666442871094,156.62890625,0.9808338284492493,346.15509033203125,166.8536376953125,0.9998683929443359,370.5232238769531,179.36573791503906,0.9999998807907104,395.824951171875,194.97509765625,1.0
4794,328.0074768066406,157.76805114746094,0.9906783103942871,345.059814453125,167.6507568359375,0.9999294281005859,369.8253479003906,179.2464599609375,0.9999998807907104,395.8996887207031,194.61676025390625,1.0
4795,325.30828857421875,158.9395751953125,0.9139434695243835,345.1940002441406,168.68414306640625,0.9997114539146423,369.4911804199219,179.6008758544922,1.0,396.5586242675781,193.992431640625,1.0
4796,323.8749084472656,161.56552124023438,0.8444615006446838,343.6640930175781,170.00045776367188,0.9994114637374878,369.27203369140625,179.5445556640625,0.9999998807907104,397.4654235839844,194.05982971191406,1.0
4797,322.81317138671875,163.5782470703125,0.9960711002349854,342.8186950683594,172.7200469970703,0.9999213218688965,368.65826416015625,180.16749572753906,0.9999998807907104,397.6800231933594,193.81556701660156,1.0
4798,322.468017578125,165.22996520996094,0.9911209940910339,342.61883544921875,174.20286560058594,0.9999347925186157,369.3143615722656,181.40695190429688,1.0,399.7152099609375,194.02752685546875,1.0
4799,321.1329345703125,167.2367401123047,0.9985841512680054,340.88330078125,174.59298706054688,0.9999004602432251,368.73876953125,181.8595733642578,1.0,400.1424560546875,193.2180633544922,1.0
4800,311.41748046875,168.30596923828125,0.999984860420227,338.4610290527344,174.86297607421875,0.9999953508377075,367.93804931640625,183.18580627441406,0.9999998807907104,401.6936950683594,194.6328582763672,1.0
4801,310.42205810546875,167.92388916015625,0.9999977350234985,337.3809509277344,174.61407470703125,0.9999948740005493,367.8515625,182.70852661132812,0.9999998807907104,402.5535583496094,193.63308715820312,1.0
4802,310.0495300292969,166.51852416992188,0.9999995231628418,336.8872375488281,173.81695556640625,0.999988317489624,367.6864929199219,182.281005859375,0.9999998807907104,403.03387451171875,192.86553955078125,1.0
4803,308.3180847167969,165.74575805664062,0.9999998807907104,335.686279296875,172.58436584472656,0.9999904632568359,366.6714782714844,181.7506103515625,0.9999998807907104,403.52325439453125,191.78395080566406,1.0
4804,306.5220031738281,165.20205688476562,0.9999998807907104,335.3010559082031,171.30380249023438,0.9999929666519165,366.5382080078125,181.1370086669922,0.9999998807907104,403.6433410644531,191.2503204345703,1.0
4805,305.745849609375,164.5811309814453,0.9999998807907104,334.6292724609375,170.59085083007812,0.9999958276748657,366.0049133300781,180.19439697265625,0.9999998807907104,403.4443359375,190.94216918945312,1.0
4806,306.2084045410156,164.94577026367188,0.9999998807907104,333.4604797363281,170.4097900390625,0.9999971389770508,365.5987243652344,179.81964111328125,0.9999998807907104,403.3665771484375,191.0086669921875,1.0
4807,305.43927001953125,164.8374786376953,0.9999998807907104,332.6683349609375,170.0380401611328,0.9999984502792358,365.3374938964844,179.52725219726562,0.9999998807907104,403.5027770996094,191.3443603515625,1.0
4808,304.2393798828125,165.2849578857422,0.9999998807907104,331.5201110839844,170.3893585205078,0.9999980926513672,364.8018798828125,179.41973876953125,1.0,403.2869873046875,191.26666259765625,1.0
4809,301.99212646484375,165.2981719970703,1.0,329.78704833984375,170.39585876464844,0.9999979734420776,364.02044677734375,179.23257446289062,0.9999998807907104,403.1113586425781,191.30276489257812,1.0
4810,300.79046630859375,165.5343017578125,1.0,328.48321533203125,170.6979217529297,0.9999961853027344,363.578125,179.19613647460938,0.9999998807907104,403.1080322265625,191.31178283691406,1.0
4811,300.4941711425781,167.1420440673828,1.0,328.5406494140625,171.20651245117188,0.999996542930603,363.65374755859375,179.55661010742188,0.9999998807907104,402.68304443359375,191.36155700683594,1.0
4812,299.3553771972656,169.37994384765625,1.0,326.808349609375,172.74746704101562,0.9999992847442627,361.9612731933594,179.16845703125,0.9999997615814209,401.9508056640625,190.8786163330078,1.0
4813,298.7625732421875,170.6400604248047,1.0,326.2239990234375,173.89234924316406,0.9999990463256836,361.69049072265625,179.22682189941406,0.9999996423721313,401.75335693359375,190.5756072998047,1.0
4814,298.32916259765625,170.93344116210938,1.0,325.3424072265625,174.71144104003906,0.9999990463256836,361.13299560546875,179.2653350830078,0.9999996423721313,401.7298278808594,190.47152709960938,1.0
4815,295.39556884765625,171.58950805664062,0.9999998807907104,323.712646484375,174.44790649414062,0.9999990463256836,359.9286193847656,178.7916259765625,0.9999994039535522,400.6504211425781,190.39630126953125,1.0
4816,295.11065673828125,172.54605102539062,0.9999998807907104,323.2822265625,174.70755004882812,0.9999991655349731,359.6463317871094,178.91200256347656,0.9999996423721313,400.3772277832031,189.94232177734375,1.0
4817,292.73480224609375,172.96261596679688,0.9999998807907104,321.8807678222656,175.0962677001953,0.9999991655349731,358.4142150878906,178.9032440185547,0.9999995231628418,399.5312805175781,189.4219207763672,1.0
4818,290.82611083984375,173.42515563964844,0.9999998807907104,320.98126220703125,174.79647827148438,0.9999982118606567,357.72039794921875,178.81430053710938,0.9999996423721313,398.6070861816406,188.01614379882812,1.0
4819,288.515869140625,173.67153930664062,0.9999998807907104,319.9447021484375,175.79934692382812,0.9999984502792358,356.61016845703125,178.92489624023438,0.9999996423721313,397.6587829589844,188.08094787597656,1.0
4820,287.5770568847656,173.53665161132812,0.9999998807907104,319.2957763671875,176.0906982421875,0.999998927116394,355.93560791015625,179.30787658691406,0.9999997615814209,397.58660888671875,187.7523956298828,1.0
4821,286.73406982421875,173.6810302734375,1.0,318.5470275878906,176.39515686035156,0.9999992847442627,355.2145690917969,179.27972412109375,0.9999998807907104,396.8775634765625,187.0938262939453,1.0
4822,284.4752197265625,173.30299377441406,1.0,317.917724609375,176.65667724609375,0.9999995231628418,354.0547180175781,180.27108764648438,0.9999998807907104,396.13604736328125,185.94830322265625,1.0
4823,282.212158203125,173.06517028808594,1.0,315.9893798828125,176.8963165283203,0.9999995231628418,352.4357604980469,180.73004150390625,0.9999998807907104,393.5841369628906,185.37884521484375,0.9999998807907104
4824,281.7433776855469,172.7523651123047,1.0,314.95849609375,177.09873962402344,0.9999997615814209,351.72967529296875,181.74757385253906,0.9999996423721313,393.18829345703125,186.29898071289062,0.9999998807907104
4825,281.35235595703125,173.30052185058594,1.0,314.6528015136719,177.5955810546875,0.9999997615814209,351.5010681152344,182.21084594726562,0.9999995231628418,393.31707763671875,186.7153778076172,0.9999998807907104
4826,281.644287109375,174.3997344970703,1.0,315.0508117675781,178.36968994140625,0.9999998807907104,351.83123779296875,182.53390502929688,0.9999996423721313,393.1067199707031,186.73220825195312,0.9999998807907104
4827,282.17425537109375,175.85693359375,1.0,315.5794372558594,179.3295135498047,0.9999998807907104,352.3824157714844,182.61883544921875,0.9999995231628418,393.5597229003906,186.27197265625,0.9999998807907104
4828,281.7689514160156,177.1015167236328,1.0,314.6089172363281,180.36900329589844,0.9999998807907104,352.18798828125,182.733642578125,0.9999990463256836,393.27197265625,186.0831298828125,0.9999997615814209
4829,281.9696960449219,179.1235809326172,1.0,314.32220458984375,181.90367126464844,0.9999997615814209,352.37176513671875,183.06759643554688,0.9999986886978149,393.5743408203125,185.96263122558594,0.9999998807907104
4830,280.25164794921875,180.06369018554688,1.0,313.1127624511719,182.9481964111328,0.9999994039535522,350.4559326171875,183.6556854248047,0.9999954700469971,392.2523498535156,185.41567993164062,0.9999994039535522
4831,278.1255798339844,181.82113647460938,1.0,310.6896667480469,183.90579223632812,0.9999979734420776,347.6938781738281,183.8282470703125,0.9999961853027344,390.7174987792969,184.848876953125,0.9999982118606567
4832,275.3067626953125,183.58164978027344,1.0,308.455810546875,185.1858673095703,0.9999966621398926,344.1670837402344,184.0805206298828,0.999990701675415,389.4305114746094,183.777587890625,0.9991481304168701
4833,271.16119384765625,184.97406005859375,1.0,304.9378662109375,185.78768920898438,0.9999805688858032,340.15423583984375,184.32899475097656,0.9999960660934448,384.52764892578125,184.4660186767578,0.9577087163925171
4834,268.42230224609375,185.75936889648438,1.0,301.5301513671875,185.9868621826172,0.9999886751174927,334.5704345703125,185.06008911132812,0.999994158744812,371.2437438964844,181.43141174316406,0.04111174866557121
4835,263.96173095703125,185.43565368652344,0.9999998807907104,295.0146789550781,187.2811737060547,0.9999769926071167,327.12371826171875,186.2470245361328,0.999998927116394,343.9900207519531,194.2538299560547,0.010563264600932598
4836,255.3726348876953,185.68060302734375,1.0,287.778564453125,187.71697998046875,0.9999878406524658,319.79571533203125,187.49574279785156,0.9999839067459106,341.1460266113281,192.47216796875,0.024363985285162926
4837,248.1696014404297,183.55113220214844,1.0,279.47064208984375,188.1068115234375,0.9999867677688599,311.9068298339844,189.5221710205078,0.9999982118606567,340.03411865234375,192.62667846679688,0.0947384163737297
4838,242.39395141601562,182.55963134765625,1.0,273.0018005371094,187.40345764160156,0.999995231628418,303.1059265136719,190.6229248046875,0.9999985694885254,337.47357177734375,193.97938537597656,0.9240542650222778
4839,234.8512420654297,180.75697326660156,1.0,265.3130798339844,186.0846710205078,0.9999978542327881,295.2214660644531,191.0557861328125,0.9999995231628418,331.36334228515625,190.34420776367188,0.20149411261081696
4840,228.18154907226562,178.0340118408203,1.0,256.0057067871094,186.26040649414062,0.9999991655349731,287.8325500488281,192.31602478027344,0.9999996423721313,324.48040771484375,185.14285278320312,0.2847736179828644
4841,223.69619750976562,176.8531494140625,0.9999998807907104,251.8656005859375,185.3155517578125,0.9999998807907104,281.1630859375,189.4771728515625,0.9999998807907104,319.45623779296875,191.75881958007812,0.9999083280563354
4842,218.80226135253906,175.14100646972656,1.0,246.40341186523438,184.38621520996094,0.9999998807907104,275.91436767578125,190.074462890625,1.0,313.30865478515625,195.88043212890625,1.0
4843,212.96298217773438,172.79696655273438,1.0,241.0182342529297,184.27174377441406,0.9999998807907104,271.8520812988281,190.30636596679688,0.9999997615814209,309.4468994140625,198.90794372558594,1.0
4844,207.50254821777344,172.1638946533203,1.0,238.58566284179688,183.29405212402344,0.9999997615814209,267.525634765625,190.35353088378906,0.9999994039535522,303.7096862792969,200.1730499267578,1.0
4845,197.83839416503906,171.3140869140625,1.0,228.7207489013672,180.77903747558594,0.9999997615814209,259.4507141113281,187.69805908203125,0.9999998807907104,297.7509765625,199.36514282226562,1.0
4846,189.38815307617188,166.97439575195312,1.0,219.97525024414062,179.15811157226562,0.9999991655349731,250.45022583007812,185.59674072265625,0.9999996423721313,288.06756591796875,195.4860076904297,1.0
4847,181.31167602539062,163.8256072998047,0.9999997615814209,210.80613708496094,176.38438415527344,0.9999949932098389,240.51358032226562,184.1682586669922,1.0,277.57470703125,193.081787109375,1.0
4848,171.14508056640625,160.56082153320312,0.9999943971633911,195.93373107910156,171.7022705078125,0.9999972581863403,227.2466583251953,181.15017700195312,1.0,263.2875671386719,187.19041442871094,1.0
4849,165.8311767578125,158.8597412109375,0.9999111890792847,184.95835876464844,169.83206176757812,0.9999967813491821,211.1530303955078,178.0713653564453,1.0,247.36746215820312,182.5652313232422,1.0
4850,156.19862365722656,155.9566650390625,0.9987313151359558,173.95541381835938,165.4100799560547,0.9999971389770508,199.28147888183594,173.72543334960938,0.9999998807907104,234.2039794921875,181.3255615234375,1.0
4851,150.56857299804688,156.22750854492188,0.9648720026016235,167.34259033203125,164.21588134765625,0.999994158744812,193.40708923339844,173.2229766845703,1.0,228.26473999023438,181.62060546875,1.0
4852,141.27340698242188,154.73336791992188,0.7215772271156311,159.86920166015625,161.51950073242188,0.9999498128890991,187.77061462402344,170.73207092285156,0.9999998807907104,222.8677978515625,181.66592407226562,1.0
4853,141.06484985351562,153.7407989501953,0.8439295291900635,156.88238525390625,159.27340698242188,0.9999384880065918,185.3628692626953,170.39303588867188,0.9999998807907104,220.16665649414062,181.13169860839844,1.0
4854,139.93942260742188,151.38034057617188,0.8475989699363708,155.20802307128906,158.2411346435547,0.9999744892120361,182.5554656982422,169.4329376220703,1.0,217.07249450683594,180.79869079589844,1.0
4855,138.64053344726562,151.22848510742188,0.728847086429596,153.55393981933594,158.03285217285156,0.9999775886535645,180.9831085205078,169.31771850585938,1.0,214.9324188232422,179.85984802246094,1.0
4856,135.64163208007812,151.01846313476562,0.2554663121700287,151.12759399414062,158.07125854492188,0.9998770952224731,178.383544921875,169.60922241210938,1.0,211.17202758789062,178.5965576171875,1.0
4857,130.9936065673828,146.73585510253906,0.6185759902000427,148.66009521484375,157.91172790527344,0.9997485280036926,175.66732788085938,169.26943969726562,0.9999998807907104,208.66732788085938,176.55892944335938,1.0
4858,129.84210205078125,146.79139709472656,0.40909063816070557,147.97471618652344,157.837158203125,0.9996707439422607,173.94842529296875,168.31759643554688,1.0,206.9149169921875,175.79159545898438,1.0
4859,129.80255126953125,147.2592010498047,0.2598668932914734,147.5991973876953,157.677734375,0.999346911907196,173.0703125,167.26913452148438,1.0,204.7007293701172,174.99400329589844,1.0
4860,123.34613800048828,143.87672424316406,0.9765604138374329,142.17225646972656,153.83029174804688,0.999907374382019,170.71267700195312,165.64718627929688,1.0,202.0580596923828,173.45187377929688,0.9999998807907104
4861,120.40349578857422,145.53128051757812,0.9436181783676147,141.51199340820312,153.85777282714844,0.999903678894043,170.21539306640625,165.64788818359375,1.0,201.72152709960938,173.46827697753906,0.9999998807907104
4862,120.37334442138672,145.72027587890625,0.9491404891014099,141.32077026367188,153.87527465820312,0.9999184608459473,169.94271850585938,166.02435302734375,1.0,201.3966064453125,173.71304321289062,0.9999998807907104
4863,122.76902770996094,144.37582397460938,0.8989308476448059,141.24285888671875,154.3358917236328,0.9998602867126465,169.34780883789062,166.3911590576172,1.0,200.7949981689453,174.04449462890625,1.0
4864,124.07139587402344,143.8950958251953,0.9550238847732544,141.3226776123047,154.45260620117188,0.9999198913574219,169.23915100097656,167.03875732421875,1.0,200.6713104248047,174.42442321777344,1.0
4865,125.32356262207031,143.37611389160156,0.9116592407226562,141.44619750976562,154.80517578125,0.99980229139328,169.39334106445312,167.2101593017578,1.0,200.45265197753906,174.90591430664062,1.0
4866,125.94438934326172,143.03689575195312,0.919722855091095,141.24168395996094,154.84947204589844,0.9998666048049927,168.25405883789062,167.93870544433594,1.0,199.67657470703125,175.31141662597656,1.0
4867,126.23345947265625,143.02427673339844,0.9411522746086121,141.56565856933594,154.97462463378906,0.9998657703399658,168.1968536376953,167.97425842285156,1.0,199.42617797851562,174.95953369140625,1.0
4868,125.76191711425781,143.47976684570312,0.07398896664381027,140.82337951660156,156.15203857421875,0.9987503290176392,167.98345947265625,168.181640625,1.0,199.56617736816406,174.21412658691406,1.0
4869,125.68194580078125,143.35816955566406,0.05066853016614914,139.99099731445312,155.76473999023438,0.9977589845657349,167.60755920410156,167.92507934570312,1.0,198.1789093017578,172.82102966308594,1.0
4870,125.75186157226562,142.9822235107422,0.04777193069458008,139.72994995117188,155.63768005371094,0.9965760111808777,166.8304901123047,167.9671630859375,1.0,197.20611572265625,173.0612030029297,1.0
4871,127.26904296875,153.1322784423828,0.025439508259296417,139.62191772460938,155.73004150390625,0.9950048327445984,166.375732421875,168.1112518310547,1.0,196.54165649414062,173.21234130859375,1.0
4872,133.23548889160156,156.3454132080078,0.13734187185764313,143.9986114501953,159.58486938476562,0.9839097857475281,167.06980895996094,169.24356079101562,0.9999998807907104,195.85858154296875,173.7484588623047,1.0
4873,131.49261474609375,155.5045623779297,0.31557172536849976,144.90147399902344,160.32510375976562,0.9736190438270569,167.5747833251953,168.91893005371094,0.9999997615814209,196.0657196044922,173.6273651123047,1.0
4874,132.29107666015625,156.42919921875,0.390114963054657,145.48654174804688,161.77676391601562,0.9770469069480896,167.57261657714844,169.25677490234375,0.9999997615814209,195.93287658691406,173.31503295898438,1.0
4875,133.76651000976562,159.9666748046875,0.0332232229411602,145.43971252441406,163.37252807617188,0.7181997299194336,167.2897491455078,169.80343627929688,0.9999996423721313,196.47059631347656,172.99594116210938,1.0
